anchor,positive,negative
"neutral lightweight polos polos chocolate modal cottagecore, preppy, hot weather, spring, patterned, y2k, comfy","elegant comfy polos polos teal silk y2k, slim fit, winter, tall friendly, layering","essential essential denim jackets denim jackets sky blue rayon checked, beach wear, athleisure, minimalist, fair skin"
"trendy modern chinos chinos coral silk athleisure, autumn, checked, preppy, edgy","urban smart coats coats coral denim floral, hot weather, comfy, y2k, summer, curvy friendly","retro casual chinos chinos checked modal hipster, eco-friendly, tall friendly, cottagecore, casual, spring"
"statement edgy utility pants utility pants striped modal eco-friendly, floral, polka dot, patterned, layering, oversized, cold weather","vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","neutral dynamic sweatshirts sweatshirts olive tencel streetwear, casual, sporty, cold weather, athleisure, summer, tall friendly, spring"
brown utility pants fleece,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","retro trendy denim jackets denim jackets black tencel summer, curvy friendly, cold weather, urban, spring, athleisure"
"wide leg smart utility pants utility pants red velvet neutral skin, checked, curvy friendly, medium skin, layering","soft statement utility pants utility pants teal modal casual, autumn, travel friendly, eco-friendly, y2k, spring, polka dot","bold retro beach wear beach wear yellow denim minimalist, hot weather, polka dot, slim fit, autumn, streetwear"
"modern essential coats coats teal tencel casual, old money, checked, winter, curvy friendly","bold tailored tanks tanks teal silk casual, floral, autumn, travel friendly, y2k, oversized","camo smart t-shirts t-shirts chocolate tencel beach wear, casual, winter, minimalist, dark skin"
pastel pink oversize tee corduroy,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","smart modern track pants track pants peach leather urban, athleisure, fair skin, cold weather, comfy"
"statement wide leg sweatshirts sweatshirts peach corduroy cold weather, fair skin, streetwear, business casual, hot weather, formal, skinny friendly","oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","comfy neutral tanks tanks maroon jacquard oversized, comfy, casual, slim fit, athleisure"
"bright wide leg shorts shorts polka dot tencel checked, hipster, polka dot, layering, curvy friendly, comfy, y2k, streetwear","statement retro beach wear beach wear polka dot corduroy hipster, patterned, y2k, travel friendly, streetwear, curvy friendly, formal, preppy","dynamic vintage beach wear beach wear navy wool tall friendly, checked, monochrome, sporty, dark skin, athleisure, curvy friendly, patterned"
"chic heritage polos polos checked bamboo beach wear, stripes, skinny friendly, rainy weather, dark skin, curvy friendly, medium skin, slim fit","lightweight slim fit polos polos white leather dark skin, tall friendly, patterned, petite friendly, casual","minimalist camo utility pants utility pants peach silk medium skin, luxury, curvy friendly, hipster, spring, preppy, floral"
"bold comfy coats coats tan modal sporty, cottagecore, eco-friendly, festival, spring","oversized casual coats coats tan wool cold weather, eco-friendly, medium skin, hot weather, festival","rustic statement tanks tanks white jacquard minimalist, neutral skin, preppy, urban, casual, floral"
"relaxed layered oversize tee oversize tee yellow rayon fair skin, curvy friendly, oversized, medium skin, vintage","camo smart oversize tee oversize tee black polyester streetwear, old money, layering, fair skin, travel friendly","luxury lightweight joggers & pants joggers & pants sky blue fleece cottagecore, athleisure, spring, edgy, checked, fair skin, hipster, curvy friendly"
"urban functional beach wear beach wear teal denim preppy, urban, polka dot, cottagecore, curvy friendly, neutral skin, business casual","wide leg statement beach wear beach wear grey wool y2k, beach wear, medium skin, dark skin, hipster, luxury, autumn","smart comfy coats coats checked fleece slim fit, checked, y2k, sporty, summer, athleisure, streetwear, festival"
black track pants corduroy,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","retro patterned blazers blazers brown cotton y2k, layering, beach wear, eco-friendly, slim fit, winter, casual, party wear"
"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","camo slim fit denim jackets denim jackets blush modal sporty, streetwear, dark skin, preppy, slim fit","sporty structured t-shirts t-shirts navy cotton streetwear, luxury, sporty, winter, office wear, cold weather"
"structured rustic hoodies & jackets hoodies & jackets blue wool dark skin, streetwear, athleisure, winter, hot weather, autumn, summer","smart rustic hoodies & jackets hoodies & jackets maroon wool luxury, summer, slim fit, fair skin, dark skin, floral, old money","dynamic refined tanks tanks tie-dye jacquard cold weather, festival, hipster, comfy, checked, petite friendly"
"trendy neutral joggers & pants joggers & pants plaid tencel preppy, summer, polka dot, casual, travel friendly, slim fit, business casual","vintage slim fit cardigans cardigans plaid cotton old money, hot weather, y2k, cottagecore, travel friendly","tailored vintage utility pants utility pants off-white polyester athleisure, monochrome, oversized, hipster, preppy, travel friendly, fair skin, business casual"
"trendy preppy polos polos nude leather curvy friendly, monochrome, hot weather, beach wear, business casual, preppy, summer","relaxed relaxed polos polos mint modal beach wear, rainy weather, business casual, comfy, petite friendly, streetwear, y2k, neutral skin","edgy patterned t-shirts t-shirts mustard linen dark skin, minimalist, comfy, office wear, preppy, cold weather"
"sporty essential hoodies & jackets hoodies & jackets beige tencel layering, office wear, comfy, fair skin, floral, neutral skin","edgy bright beach wear beach wear beige jacquard rainy weather, summer, office wear, dark skin, vintage, y2k, patterned, checked","luxury textured hoodies & jackets hoodies & jackets off-white modal casual, patterned, vintage, layering, winter"
"trendy sporty cardigans cardigans striped wool party wear, business casual, spring, vintage, beach wear, summer, curvy friendly, hipster","patterned minimalist beach wear beach wear striped rayon beach wear, minimalist, medium skin, monochrome, hot weather, edgy, winter, luxury","edgy wide leg polos polos polka dot corduroy casual, stripes, fair skin, y2k, autumn"
"functional comfy coats coats pastel pink polyester sporty, y2k, dark skin, curvy friendly, autumn","relaxed vintage kimono kimono pastel pink leather winter, streetwear, beach wear, eco-friendly, festival, summer, cold weather","structured sporty blazers blazers maroon velvet minimalist, fair skin, skinny friendly, travel friendly, hot weather, preppy"
"luxury sporty shorts shorts sky blue jacquard winter, cold weather, checked, floral, layering, old money","dynamic wide leg shorts shorts tan wool stripes, slim fit, oversized, office wear, tall friendly, neutral skin, winter, formal","patterned retro oversize tee oversize tee polka dot corduroy tall friendly, urban, petite friendly, autumn, checked"
"smart oversized joggers & pants joggers & pants white wool office wear, hipster, edgy, dark skin, comfy, beach wear, sporty, minimalist","chic comfy joggers & pants joggers & pants chocolate wool urban, formal, winter, rainy weather, neutral skin, office wear, patterned","camo soft beach wear beach wear coral tencel streetwear, slim fit, rainy weather, festival, layering, formal, vintage, patterned"
"lightweight textured kimono kimono pink fleece oversized, polka dot, athleisure, dark skin, floral, monochrome, travel friendly","relaxed vintage kimono kimono pastel pink leather winter, streetwear, beach wear, eco-friendly, festival, summer, cold weather","smart dynamic coats coats black leather office wear, stripes, slim fit, urban, casual, spring, sporty, floral"
"essential layered denim jackets denim jackets chocolate leather summer, sporty, luxury, formal, eco-friendly","rustic smart denim jackets denim jackets sky blue wool polka dot, summer, old money, travel friendly, rainy weather, neutral skin, hipster, party wear","rustic edgy joggers & pants joggers & pants mint velvet streetwear, casual, oversized, layering, y2k"
"retro camo tanks tanks peach cotton beach wear, preppy, hot weather, summer, old money, comfy, festival, formal","tailored layered hoodies & jackets hoodies & jackets peach linen cold weather, festival, fair skin, old money, y2k, urban","layered tailored beach wear beach wear white velvet curvy friendly, hipster, office wear, slim fit, cold weather, summer, party wear"
"heritage tailored cardigans cardigans orange jacquard dark skin, party wear, petite friendly, athleisure, hot weather, monochrome, stripes, spring","modern lightweight denim jackets denim jackets orange leather party wear, autumn, travel friendly, fair skin, checked","camo functional denim jackets denim jackets grey polyester medium skin, polka dot, urban, streetwear, preppy, monochrome, casual"
beige oversize tee fleece,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","chic bright polos polos multi-color fleece streetwear, preppy, business casual, summer, polka dot"
"luxury elegant track pants track pants navy polyester checked, luxury, hot weather, dark skin, skinny friendly, curvy friendly, minimalist, sporty","sporty modern track pants track pants white jacquard minimalist, casual, skinny friendly, festival, autumn, travel friendly","minimalist lightweight coats coats pastel pink tencel luxury, business casual, patterned, checked, hipster, winter, polka dot"
